Region,Offset,Motif,Count,Total
TIR/hAT,±1.0kb,FG-dDMR_15,4472,16519
TIR/hAT,±1.0kb,FG-dDMR_16,5613,16519
TIR/hAT,±1.0kb,FG-dDMR_17,3133,16519
TIR/hAT,±1.0kb,FG-dDMR_18,2317,16519
TIR/hAT,±1.0kb,FG-dDMR_19,3566,16519
TIR/hAT,±1.0kb,FG-dDMR_20,3404,16519
TIR/hAT,±1.0kb,FG-dDMR_21,7194,16519
TIR/hAT,±1.0kb,FG-dDMR_22,3761,16519
TIR/hAT,±1.0kb,FG-dDMR_23,5042,16519
TIR/hAT,±1.0kb,FG-dDMR_24,5049,16519
TIR/hAT,±1.0kb,FG-siren_01,2637,16519
TIR/hAT,±1.0kb,FG-siren_02,3041,16519
TIR/hAT,±1.0kb,FG-siren_03,4195,16519
TIR/hAT,±1.0kb,FG-siren_04,2378,16519
TIR/hAT,±1.0kb,FG-siren_05,3258,16519
TIR/hAT,±1.0kb,FG-siren_06,2776,16519
TIR/hAT,±1.0kb,FG-siren_07,3983,16519
TIR/hAT,±1.0kb,FG-siren_08,5125,16519
TIR/hAT,±1.0kb,FG-siren_09,5433,16519
TIR/hAT,±1.0kb,FG-siren_10,4548,16519
TIR/hAT,±2.0kb,FG-dDMR_01,9004,16519
TIR/hAT,±2.0kb,FG-dDMR_02,1208,16519
TIR/hAT,±2.0kb,FG-dDMR_03,5119,16519
TIR/hAT,±2.0kb,FG-dDMR_04,8771,16519
TIR/hAT,±2.0kb,FG-dDMR_05,7778,16519
TIR/hAT,±2.0kb,FG-dDMR_06,2679,16519
TIR/hAT,±2.0kb,FG-dDMR_07,5478,16519
TIR/hAT,±2.0kb,FG-dDMR_08,8938,16519
TIR/hAT,±2.0kb,FG-dDMR_09,4547,16519
TIR/hAT,±2.0kb,FG-dDMR_10,5463,16519
TIR/hAT,±2.0kb,FG-dDMR_11,7187,16519
TIR/hAT,±2.0kb,FG-dDMR_12,10959,16519
TIR/hAT,±2.0kb,FG-dDMR_13,8141,16519
TIR/hAT,±2.0kb,FG-dDMR_14,633,16519
TIR/hAT,±2.0kb,FG-dDMR_15,7459,16519
TIR/hAT,±2.0kb,FG-dDMR_16,8543,16519
TIR/hAT,±2.0kb,FG-dDMR_17,5608,16519
TIR/hAT,±2.0kb,FG-dDMR_18,3807,16519
TIR/hAT,±2.0kb,FG-dDMR_19,6284,16519
TIR/hAT,±2.0kb,FG-dDMR_20,5890,16519
TIR/hAT,±2.0kb,FG-dDMR_21,10491,16519
TIR/hAT,±2.0kb,FG-dDMR_22,6582,16519
TIR/hAT,±2.0kb,FG-dDMR_23,7920,16519
TIR/hAT,±2.0kb,FG-dDMR_24,7817,16519
TIR/hAT,±2.0kb,FG-siren_01,4003,16519
TIR/hAT,±2.0kb,FG-siren_02,5284,16519
TIR/hAT,±2.0kb,FG-siren_03,6660,16519
TIR/hAT,±2.0kb,FG-siren_04,4087,16519
TIR/hAT,±2.0kb,FG-siren_05,5868,16519
TIR/hAT,±2.0kb,FG-siren_06,5032,16519
TIR/hAT,±2.0kb,FG-siren_07,6689,16519
TIR/hAT,±2.0kb,FG-siren_08,7979,16519
TIR/hAT,±2.0kb,FG-siren_09,8533,16519
TIR/hAT,±2.0kb,FG-siren_10,7314,16519
nonTIR/helitron,±0.0kb,FG-dDMR_01,2808,47752
nonTIR/helitron,±0.0kb,FG-dDMR_02,258,47752
nonTIR/helitron,±0.0kb,FG-dDMR_03,1343,47752
nonTIR/helitron,±0.0kb,FG-dDMR_04,5667,47752
nonTIR/helitron,±0.0kb,FG-dDMR_05,2364,47752
nonTIR/helitron,±0.0kb,FG-dDMR_06,731,47752
nonTIR/helitron,±0.0kb,FG-dDMR_07,1182,47752
nonTIR/helitron,±0.0kb,FG-dDMR_08,3527,47752
nonTIR/helitron,±0.0kb,FG-dDMR_09,1401,47752
nonTIR/helitron,±0.0kb,FG-dDMR_10,2830,47752
nonTIR/helitron,±0.0kb,FG-dDMR_11,4066,47752
nonTIR/helitron,±0.0kb,FG-dDMR_12,7109,47752
nonTIR/helitron,±0.0kb,FG-dDMR_13,2934,47752
nonTIR/helitron,±0.0kb,FG-dDMR_14,273,47752
nonTIR/helitron,±0.0kb,FG-dDMR_15,2088,47752
nonTIR/helitron,±0.0kb,FG-dDMR_16,5582,47752
nonTIR/helitron,±0.0kb,FG-dDMR_17,1077,47752
nonTIR/helitron,±0.0kb,FG-dDMR_18,1037,47752
nonTIR/helitron,±0.0kb,FG-dDMR_19,1329,47752
nonTIR/helitron,±0.0kb,FG-dDMR_20,1366,47752
nonTIR/helitron,±0.0kb,FG-dDMR_21,6511,47752
nonTIR/helitron,±0.0kb,FG-dDMR_22,1752,47752
nonTIR/helitron,±0.0kb,FG-dDMR_23,3400,47752
nonTIR/helitron,±0.0kb,FG-dDMR_24,3146,47752
nonTIR/helitron,±0.0kb,FG-siren_01,631,47752
nonTIR/helitron,±0.0kb,FG-siren_02,1586,47752
nonTIR/helitron,±0.0kb,FG-siren_03,3014,47752
nonTIR/helitron,±0.0kb,FG-siren_04,1062,47752
nonTIR/helitron,±0.0kb,FG-siren_05,1358,47752
nonTIR/helitron,±0.0kb,FG-siren_06,1291,47752
nonTIR/helitron,±0.0kb,FG-siren_07,1465,47752
nonTIR/helitron,±0.0kb,FG-siren_08,4591,47752
nonTIR/helitron,±0.0kb,FG-siren_09,2126,47752
nonTIR/helitron,±0.0kb,FG-siren_10,3097,47752
nonTIR/helitron,±1.0kb,FG-dDMR_01,18338,47752
nonTIR/helitron,±1.0kb,FG-dDMR_02,1536,47752
nonTIR/helitron,±1.0kb,FG-dDMR_03,7825,47752
nonTIR/helitron,±1.0kb,FG-dDMR_04,19808,47752
nonTIR/helitron,±1.0kb,FG-dDMR_05,14772,47752
nonTIR/helitron,±1.0kb,FG-dDMR_06,4551,47752
nonTIR/helitron,±1.0kb,FG-dDMR_07,7374,47752
nonTIR/helitron,±1.0kb,FG-dDMR_08,17425,47752
nonTIR/helitron,±1.0kb,FG-dDMR_09,8501,47752
nonTIR/helitron,±1.0kb,FG-dDMR_10,12046,47752
nonTIR/helitron,±1.0kb,FG-dDMR_11,15774,47752
nonTIR/helitron,±1.0kb,FG-dDMR_12,25128,47752
nonTIR/helitron,±1.0kb,FG-dDMR_13,13980,47752
nonTIR/helitron,±1.0kb,FG-dDMR_14,1430,47752
nonTIR/helitron,±1.0kb,FG-dDMR_15,11985,47752
nonTIR/helitron,±1.0kb,FG-dDMR_16,20065,47752
nonTIR/helitron,±1.0kb,FG-dDMR_17,7765,47752
nonTIR/helitron,±1.0kb,FG-dDMR_18,5848,47752
nonTIR/helitron,±1.0kb,FG-dDMR_19,8753,47752
nonTIR/helitron,±1.0kb,FG-dDMR_20,8545,47752
nonTIR/helitron,±1.0kb,FG-dDMR_21,24123,47752
nonTIR/helitron,±1.0kb,FG-dDMR_22,10361,47752
nonTIR/helitron,±1.0kb,FG-dDMR_23,15318,47752
nonTIR/helitron,±1.0kb,FG-dDMR_24,14742,47752
nonTIR/helitron,±1.0kb,FG-siren_01,4892,47752
nonTIR/helitron,±1.0kb,FG-siren_02,8866,47752
nonTIR/helitron,±1.0kb,FG-siren_03,13576,47752
nonTIR/helitron,±1.0kb,FG-siren_04,6734,47752
nonTIR/helitron,±1.0kb,FG-siren_05,8281,47752
nonTIR/helitron,±1.0kb,FG-siren_06,7386,47752
nonTIR/helitron,±1.0kb,FG-siren_07,9568,47752
nonTIR/helitron,±1.0kb,FG-siren_08,18195,47752
nonTIR/helitron,±1.0kb,FG-siren_09,12931,47752
nonTIR/helitron,±1.0kb,FG-siren_10,14992,47752
nonTIR/helitron,±2.0kb,FG-dDMR_01,26621,47752
nonTIR/helitron,±2.0kb,FG-dDMR_02,3020,47752
nonTIR/helitron,±2.0kb,FG-dDMR_03,13927,47752
nonTIR/helitron,±2.0kb,FG-dDMR_04,28337,47752
nonTIR/helitron,±2.0kb,FG-dDMR_05,22538,47752
nonTIR/helitron,±2.0kb,FG-dDMR_06,7922,47752
nonTIR/helitron,±2.0kb,FG-dDMR_07,13523,47752
nonTIR/helitron,±2.0kb,FG-dDMR_08,26376,47752
nonTIR/helitron,±2.0kb,FG-dDMR_09,13822,47752
nonTIR/helitron,±2.0kb,FG-dDMR_10,17771,47752
nonTIR/helitron,±2.0kb,FG-dDMR_11,23160,47752
nonTIR/helitron,±2.0kb,FG-dDMR_12,33560,47752
nonTIR/helitron,±2.0kb,FG-dDMR_13,23354,47752
nonTIR/helitron,±2.0kb,FG-dDMR_14,2242,47752
nonTIR/helitron,±2.0kb,FG-dDMR_15,20078,47752
nonTIR/helitron,±2.0kb,FG-dDMR_16,27932,47752
nonTIR/helitron,±2.0kb,FG-dDMR_17,14215,47752
nonTIR/helitron,±2.0kb,FG-dDMR_18,10010,47752
nonTIR/helitron,±2.0kb,FG-dDMR_19,15935,47752
nonTIR/helitron,±2.0kb,FG-dDMR_20,15194,47752
nonTIR/helitron,±2.0kb,FG-dDMR_21,32874,47752
nonTIR/helitron,±2.0kb,FG-dDMR_22,18174,47752
nonTIR/helitron,±2.0kb,FG-dDMR_23,23379,47752
nonTIR/helitron,±2.0kb,FG-dDMR_24,22724,47752
nonTIR/helitron,±2.0kb,FG-siren_01,8864,47752
nonTIR/helitron,±2.0kb,FG-siren_02,14899,47752
nonTIR/helitron,±2.0kb,FG-siren_03,19921,47752
nonTIR/helitron,±2.0kb,FG-siren_04,11480,47752
nonTIR/helitron,±2.0kb,FG-siren_05,15059,47752
nonTIR/helitron,±2.0kb,FG-siren_06,13348,47752
nonTIR/helitron,±2.0kb,FG-siren_07,17082,47752
nonTIR/helitron,±2.0kb,FG-siren_08,25384,47752
nonTIR/helitron,±2.0kb,FG-siren_09,21839,47752
nonTIR/helitron,±2.0kb,FG-siren_10,22808,47752
nonLTR/LINE,±0.0kb,FG-dDMR_01,259,7292
nonLTR/LINE,±0.0kb,FG-dDMR_02,15,7292
nonLTR/LINE,±0.0kb,FG-dDMR_03,348,7292
nonLTR/LINE,±0.0kb,FG-dDMR_04,932,7292
nonLTR/LINE,±0.0kb,FG-dDMR_05,434,7292
nonLTR/LINE,±0.0kb,FG-dDMR_06,24,7292
nonLTR/LINE,±0.0kb,FG-dDMR_07,301,7292
nonLTR/LINE,±0.0kb,FG-dDMR_08,230,7292
nonLTR/LINE,±0.0kb,FG-dDMR_09,51,7292
nonLTR/LINE,±0.0kb,FG-dDMR_10,121,7292
nonLTR/LINE,±0.0kb,FG-dDMR_11,252,7292
nonLTR/LINE,±0.0kb,FG-dDMR_12,423,7292
nonLTR/LINE,±0.0kb,FG-dDMR_13,409,7292
nonLTR/LINE,±0.0kb,FG-dDMR_14,37,7292
nonLTR/LINE,±0.0kb,FG-dDMR_15,630,7292
nonLTR/LINE,±0.0kb,FG-dDMR_16,401,7292
nonLTR/LINE,±0.0kb,FG-dDMR_17,241,7292
nonLTR/LINE,±0.0kb,FG-dDMR_18,206,7292
nonLTR/LINE,±0.0kb,FG-dDMR_19,405,7292
nonLTR/LINE,±0.0kb,FG-dDMR_20,274,7292
nonLTR/LINE,±0.0kb,FG-dDMR_21,567,7292
nonLTR/LINE,±0.0kb,FG-dDMR_22,655,7292
nonLTR/LINE,±0.0kb,FG-dDMR_23,286,7292
nonLTR/LINE,±0.0kb,FG-dDMR_24,138,7292
nonLTR/LINE,±0.0kb,FG-siren_01,298,7292
nonLTR/LINE,±0.0kb,FG-siren_02,291,7292
nonLTR/LINE,±0.0kb,FG-siren_03,45,7292
nonLTR/LINE,±0.0kb,FG-siren_04,65,7292
nonLTR/LINE,±0.0kb,FG-siren_05,353,7292
nonLTR/LINE,±0.0kb,FG-siren_06,304,7292
nonLTR/LINE,±0.0kb,FG-siren_07,347,7292
nonLTR/LINE,±0.0kb,FG-siren_08,413,7292
nonLTR/LINE,±0.0kb,FG-siren_09,701,7292
nonLTR/LINE,±0.0kb,FG-siren_10,196,7292
nonLTR/LINE,±1.0kb,FG-dDMR_01,2372,7292
nonLTR/LINE,±1.0kb,FG-dDMR_02,216,7292
nonLTR/LINE,±1.0kb,FG-dDMR_03,1443,7292
nonLTR/LINE,±1.0kb,FG-dDMR_04,2965,7292
nonLTR/LINE,±1.0kb,FG-dDMR_05,2294,7292
nonLTR/LINE,±1.0kb,FG-dDMR_06,483,7292
nonLTR/LINE,±1.0kb,FG-dDMR_07,1429,7292
nonLTR/LINE,±1.0kb,FG-dDMR_08,2304,7292
nonLTR/LINE,±1.0kb,FG-dDMR_09,1085,7292
nonLTR/LINE,±1.0kb,FG-dDMR_10,1303,7292
nonLTR/LINE,±1.0kb,FG-dDMR_11,1763,7292
nonLTR/LINE,±1.0kb,FG-dDMR_12,2902,7292
nonLTR/LINE,±1.0kb,FG-dDMR_13,2282,7292
nonLTR/LINE,±1.0kb,FG-dDMR_14,167,7292
nonLTR/LINE,±1.0kb,FG-dDMR_15,2264,7292
nonLTR/LINE,±1.0kb,FG-dDMR_16,2189,7292
nonLTR/LINE,±1.0kb,FG-dDMR_17,1401,7292
nonLTR/LINE,±1.0kb,FG-dDMR_18,995,7292
nonLTR/LINE,±1.0kb,FG-dDMR_19,1725,7292
nonLTR/LINE,±1.0kb,FG-dDMR_20,1536,7292
nonLTR/LINE,±1.0kb,FG-dDMR_21,2952,7292
nonLTR/LINE,±1.0kb,FG-dDMR_22,2110,7292
nonLTR/LINE,±1.0kb,FG-dDMR_23,1975,7292
nonLTR/LINE,±1.0kb,FG-dDMR_24,1941,7292
nonLTR/LINE,±1.0kb,FG-siren_01,1042,7292
nonLTR/LINE,±1.0kb,FG-siren_02,1380,7292
nonLTR/LINE,±1.0kb,FG-siren_03,1625,7292
nonLTR/LINE,±1.0kb,FG-siren_04,792,7292
nonLTR/LINE,±1.0kb,FG-siren_05,1637,7292
nonLTR/LINE,±1.0kb,FG-siren_06,1321,7292
nonLTR/LINE,±1.0kb,FG-siren_07,1811,7292
nonLTR/LINE,±1.0kb,FG-siren_08,2194,7292
nonLTR/LINE,±1.0kb,FG-siren_09,2499,7292
nonLTR/LINE,±1.0kb,FG-siren_10,1902,7292
nonLTR/LINE,±2.0kb,FG-dDMR_01,3760,7292
nonLTR/LINE,±2.0kb,FG-dDMR_02,473,7292
nonLTR/LINE,±2.0kb,FG-dDMR_03,2333,7292
nonLTR/LINE,±2.0kb,FG-dDMR_04,4303,7292
nonLTR/LINE,±2.0kb,FG-dDMR_05,3497,7292
nonLTR/LINE,±2.0kb,FG-dDMR_06,969,7292
nonLTR/LINE,±2.0kb,FG-dDMR_07,2398,7292
nonLTR/LINE,±2.0kb,FG-dDMR_08,3755,7292
nonLTR/LINE,±2.0kb,FG-dDMR_09,1993,7292
nonLTR/LINE,±2.0kb,FG-dDMR_10,2225,7292
nonLTR/LINE,±2.0kb,FG-dDMR_11,3008,7292
nonLTR/LINE,±2.0kb,FG-dDMR_12,4406,7292
nonLTR/LINE,±2.0kb,FG-dDMR_13,3667,7292
nonLTR/LINE,±2.0kb,FG-dDMR_14,270,7292
nonLTR/LINE,±2.0kb,FG-dDMR_15,3426,7292
nonLTR/LINE,±2.0kb,FG-dDMR_16,3536,7292
nonLTR/LINE,±2.0kb,FG-dDMR_17,2438,7292
nonLTR/LINE,±2.0kb,FG-dDMR_18,1587,7292
nonLTR/LINE,±2.0kb,FG-dDMR_19,2849,7292
nonLTR/LINE,±2.0kb,FG-dDMR_20,2616,7292
nonLTR/LINE,±2.0kb,FG-dDMR_21,4384,7292
nonLTR/LINE,±2.0kb,FG-dDMR_22,3165,7292
nonLTR/LINE,±2.0kb,FG-dDMR_23,3219,7292
nonLTR/LINE,±2.0kb,FG-dDMR_24,3303,7292
nonLTR/LINE,±2.0kb,FG-siren_01,1671,7292
nonLTR/LINE,±2.0kb,FG-siren_02,2321,7292
nonLTR/LINE,±2.0kb,FG-siren_03,2735,7292
nonLTR/LINE,±2.0kb,FG-siren_04,1504,7292
nonLTR/LINE,±2.0kb,FG-siren_05,2688,7292
nonLTR/LINE,±2.0kb,FG-siren_06,2236,7292
nonLTR/LINE,±2.0kb,FG-siren_07,3010,7292
nonLTR/LINE,±2.0kb,FG-siren_08,3414,7292
nonLTR/LINE,±2.0kb,FG-siren_09,3776,7292
nonLTR/LINE,±2.0kb,FG-siren_10,3153,7292
LTR/unknown,±0.0kb,FG-dDMR_01,120,1602
LTR/unknown,±0.0kb,FG-dDMR_02,4,1602
LTR/unknown,±0.0kb,FG-dDMR_03,96,1602
LTR/unknown,±0.0kb,FG-dDMR_04,100,1602
LTR/unknown,±0.0kb,FG-dDMR_05,107,1602
LTR/unknown,±0.0kb,FG-dDMR_06,71,1602
LTR/unknown,±0.0kb,FG-dDMR_07,114,1602
LTR/unknown,±0.0kb,FG-dDMR_08,163,1602
LTR/unknown,±0.0kb,FG-dDMR_09,52,1602
LTR/unknown,±0.0kb,FG-dDMR_10,8,1602
LTR/unknown,±0.0kb,FG-dDMR_11,104,1602
LTR/unknown,±0.0kb,FG-dDMR_12,128,1602
LTR/unknown,±0.0kb,FG-dDMR_13,284,1602
LTR/unknown,±0.0kb,FG-dDMR_14,7,1602
LTR/unknown,±0.0kb,FG-dDMR_15,146,1602
LTR/unknown,±0.0kb,FG-dDMR_16,116,1602
LTR/unknown,±0.0kb,FG-dDMR_17,153,1602
LTR/unknown,±0.0kb,FG-dDMR_18,39,1602
LTR/unknown,±0.0kb,FG-dDMR_19,142,1602
LTR/unknown,±0.0kb,FG-dDMR_20,150,1602
LTR/unknown,±0.0kb,FG-dDMR_21,162,1602
LTR/unknown,±0.0kb,FG-dDMR_22,156,1602
LTR/unknown,±0.0kb,FG-dDMR_23,181,1602
LTR/unknown,±0.0kb,FG-dDMR_24,109,1602
LTR/unknown,±0.0kb,FG-siren_01,102,1602
LTR/unknown,±0.0kb,FG-siren_02,78,1602
LTR/unknown,±0.0kb,FG-siren_03,45,1602
LTR/unknown,±0.0kb,FG-siren_04,85,1602
LTR/unknown,±0.0kb,FG-siren_05,135,1602
LTR/unknown,±0.0kb,FG-siren_06,64,1602
LTR/unknown,±0.0kb,FG-siren_07,168,1602
LTR/unknown,±0.0kb,FG-siren_08,50,1602
LTR/unknown,±0.0kb,FG-siren_09,156,1602
LTR/unknown,±0.0kb,FG-siren_10,64,1602
LTR/unknown,±1.0kb,FG-dDMR_01,584,1602
LTR/unknown,±1.0kb,FG-dDMR_02,44,1602
LTR/unknown,±1.0kb,FG-dDMR_03,323,1602
LTR/unknown,±1.0kb,FG-dDMR_04,453,1602
LTR/unknown,±1.0kb,FG-dDMR_05,439,1602
LTR/unknown,±1.0kb,FG-dDMR_06,213,1602
LTR/unknown,±1.0kb,FG-dDMR_07,301,1602
LTR/unknown,±1.0kb,FG-dDMR_08,598,1602
LTR/unknown,±1.0kb,FG-dDMR_09,237,1602
LTR/unknown,±1.0kb,FG-dDMR_10,243,1602
LTR/unknown,±1.0kb,FG-dDMR_11,465,1602
LTR/unknown,±1.0kb,FG-dDMR_12,601,1602
LTR/unknown,±1.0kb,FG-dDMR_13,726,1602
LTR/unknown,±1.0kb,FG-dDMR_14,25,1602
LTR/unknown,±1.0kb,FG-dDMR_15,457,1602
LTR/unknown,±1.0kb,FG-dDMR_16,443,1602
LTR/unknown,±1.0kb,FG-dDMR_17,384,1602
LTR/unknown,±1.0kb,FG-dDMR_18,189,1602
LTR/unknown,±1.0kb,FG-dDMR_19,408,1602
LTR/unknown,±1.0kb,FG-dDMR_20,413,1602
LTR/unknown,±1.0kb,FG-dDMR_21,632,1602
LTR/unknown,±1.0kb,FG-dDMR_22,445,1602
LTR/unknown,±1.0kb,FG-dDMR_23,545,1602
LTR/unknown,±1.0kb,FG-dDMR_24,412,1602
LTR/unknown,±1.0kb,FG-siren_01,271,1602
LTR/unknown,±1.0kb,FG-siren_02,314,1602
LTR/unknown,±1.0kb,FG-siren_03,307,1602
LTR/unknown,±1.0kb,FG-siren_04,284,1602
LTR/unknown,±1.0kb,FG-siren_05,353,1602
LTR/unknown,±1.0kb,FG-siren_06,224,1602
LTR/unknown,±1.0kb,FG-siren_07,429,1602
LTR/unknown,±1.0kb,FG-siren_08,392,1602
LTR/unknown,±1.0kb,FG-siren_09,489,1602
LTR/unknown,±1.0kb,FG-siren_10,339,1602
LTR/unknown,±2.0kb,FG-dDMR_01,845,1602
LTR/unknown,±2.0kb,FG-dDMR_02,84,1602
LTR/unknown,±2.0kb,FG-dDMR_03,512,1602
LTR/unknown,±2.0kb,FG-dDMR_04,726,1602
LTR/unknown,±2.0kb,FG-dDMR_05,671,1602
LTR/unknown,±2.0kb,FG-dDMR_06,329,1602
LTR/unknown,±2.0kb,FG-dDMR_07,484,1602
LTR/unknown,±2.0kb,FG-dDMR_08,871,1602
LTR/unknown,±2.0kb,FG-dDMR_09,377,1602
LTR/unknown,±2.0kb,FG-dDMR_10,395,1602
LTR/unknown,±2.0kb,FG-dDMR_11,690,1602
LTR/unknown,±2.0kb,FG-dDMR_12,944,1602
LTR/unknown,±2.0kb,FG-dDMR_13,986,1602
LTR/unknown,±2.0kb,FG-dDMR_14,48,1602
LTR/unknown,±2.0kb,FG-dDMR_15,710,1602
LTR/unknown,±2.0kb,FG-dDMR_16,687,1602
LTR/unknown,±2.0kb,FG-dDMR_17,611,1602
LTR/unknown,±2.0kb,FG-dDMR_18,329,1602
LTR/unknown,±2.0kb,FG-dDMR_19,621,1602
LTR/unknown,±2.0kb,FG-dDMR_20,631,1602
LTR/unknown,±2.0kb,FG-dDMR_21,910,1602
LTR/unknown,±2.0kb,FG-dDMR_22,698,1602
LTR/unknown,±2.0kb,FG-dDMR_23,777,1602
LTR/unknown,±2.0kb,FG-dDMR_24,656,1602
LTR/unknown,±2.0kb,FG-siren_01,416,1602
LTR/unknown,±2.0kb,FG-siren_02,516,1602
LTR/unknown,±2.0kb,FG-siren_03,453,1602
LTR/unknown,±2.0kb,FG-siren_04,456,1602
LTR/unknown,±2.0kb,FG-siren_05,575,1602
LTR/unknown,±2.0kb,FG-siren_06,404,1602
LTR/unknown,±2.0kb,FG-siren_07,663,1602
LTR/unknown,±2.0kb,FG-siren_08,614,1602
LTR/unknown,±2.0kb,FG-siren_09,788,1602
LTR/unknown,±2.0kb,FG-siren_10,582,1602
TIR/Mutator,±0.0kb,FG-dDMR_01,3983,55195
TIR/Mutator,±0.0kb,FG-dDMR_02,421,55195
TIR/Mutator,±0.0kb,FG-dDMR_03,2819,55195
TIR/Mutator,±0.0kb,FG-dDMR_04,3544,55195
TIR/Mutator,±0.0kb,FG-dDMR_05,1804,55195
TIR/Mutator,±0.0kb,FG-dDMR_06,2512,55195
TIR/Mutator,±0.0kb,FG-dDMR_07,2706,55195
TIR/Mutator,±0.0kb,FG-dDMR_08,2637,55195
TIR/Mutator,±0.0kb,FG-dDMR_09,439,55195
TIR/Mutator,±0.0kb,FG-dDMR_10,2644,55195
TIR/Mutator,±0.0kb,FG-dDMR_11,1497,55195
TIR/Mutator,±0.0kb,FG-dDMR_12,6882,55195
TIR/Mutator,±0.0kb,FG-dDMR_13,2907,55195
TIR/Mutator,±0.0kb,FG-dDMR_14,130,55195
TIR/Mutator,±0.0kb,FG-dDMR_15,3980,55195
TIR/Mutator,±0.0kb,FG-dDMR_16,4225,55195
TIR/Mutator,±0.0kb,FG-dDMR_17,2296,55195
TIR/Mutator,±0.0kb,FG-dDMR_18,1834,55195
TIR/Mutator,±0.0kb,FG-dDMR_19,3120,55195
TIR/Mutator,±0.0kb,FG-dDMR_20,2582,55195
TIR/Mutator,±0.0kb,FG-dDMR_21,4587,55195
TIR/Mutator,±0.0kb,FG-dDMR_22,3066,55195
TIR/Mutator,±0.0kb,FG-dDMR_23,3391,55195
TIR/Mutator,±0.0kb,FG-dDMR_24,2031,55195
TIR/Mutator,±0.0kb,FG-siren_01,1089,55195
TIR/Mutator,±0.0kb,FG-siren_02,3693,55195
TIR/Mutator,±0.0kb,FG-siren_03,656,55195
TIR/Mutator,±0.0kb,FG-siren_04,3753,55195
TIR/Mutator,±0.0kb,FG-siren_05,2362,55195
TIR/Mutator,±0.0kb,FG-siren_06,2403,55195
TIR/Mutator,±0.0kb,FG-siren_07,4595,55195
TIR/Mutator,±0.0kb,FG-siren_08,4357,55195
TIR/Mutator,±0.0kb,FG-siren_09,4737,55195
TIR/Mutator,±0.0kb,FG-siren_10,1438,55195
TIR/Mutator,±1.0kb,FG-dDMR_01,21970,55195
TIR/Mutator,±1.0kb,FG-dDMR_02,2568,55195
TIR/Mutator,±1.0kb,FG-dDMR_03,14043,55195
TIR/Mutator,±1.0kb,FG-dDMR_04,19751,55195
TIR/Mutator,±1.0kb,FG-dDMR_05,16392,55195
TIR/Mutator,±1.0kb,FG-dDMR_06,8562,55195
TIR/Mutator,±1.0kb,FG-dDMR_07,13686,55195
TIR/Mutator,±1.0kb,FG-dDMR_08,18194,55195
TIR/Mutator,±1.0kb,FG-dDMR_09,7916,55195
TIR/Mutator,±1.0kb,FG-dDMR_10,12178,55195
TIR/Mutator,±1.0kb,FG-dDMR_11,13676,55195
TIR/Mutator,±1.0kb,FG-dDMR_12,25668,55195
TIR/Mutator,±1.0kb,FG-dDMR_13,18229,55195
TIR/Mutator,±1.0kb,FG-dDMR_14,1148,55195
TIR/Mutator,±1.0kb,FG-dDMR_15,20030,55195
TIR/Mutator,±1.0kb,FG-dDMR_16,19473,55195
TIR/Mutator,±1.0kb,FG-dDMR_17,13895,55195
TIR/Mutator,±1.0kb,FG-dDMR_18,8542,55195
TIR/Mutator,±1.0kb,FG-dDMR_19,16168,55195
TIR/Mutator,±1.0kb,FG-dDMR_20,14072,55195
TIR/Mutator,±1.0kb,FG-dDMR_21,23548,55195
TIR/Mutator,±1.0kb,FG-dDMR_22,15677,55195
TIR/Mutator,±1.0kb,FG-dDMR_23,16078,55195
TIR/Mutator,±1.0kb,FG-dDMR_24,15261,55195
TIR/Mutator,±1.0kb,FG-siren_01,6981,55195
TIR/Mutator,±1.0kb,FG-siren_02,14662,55195
TIR/Mutator,±1.0kb,FG-siren_03,12751,55195
TIR/Mutator,±1.0kb,FG-siren_04,12417,55195
TIR/Mutator,±1.0kb,FG-siren_05,14469,55195
TIR/Mutator,±1.0kb,FG-siren_06,13058,55195
TIR/Mutator,±1.0kb,FG-siren_07,18477,55195
TIR/Mutator,±1.0kb,FG-siren_08,18661,55195
TIR/Mutator,±1.0kb,FG-siren_09,22555,55195
TIR/Mutator,±1.0kb,FG-siren_10,13900,55195
TIR/Mutator,±2.0kb,FG-dDMR_01,31799,55195
TIR/Mutator,±2.0kb,FG-dDMR_02,4668,55195
TIR/Mutator,±2.0kb,FG-dDMR_03,21148,55195
TIR/Mutator,±2.0kb,FG-dDMR_04,29929,55195
TIR/Mutator,±2.0kb,FG-dDMR_05,25899,55195
TIR/Mutator,±2.0kb,FG-dDMR_06,12533,55195
TIR/Mutator,±2.0kb,FG-dDMR_07,21171,55195
TIR/Mutator,±2.0kb,FG-dDMR_08,29074,55195
TIR/Mutator,±2.0kb,FG-dDMR_09,14337,55195
TIR/Mutator,±2.0kb,FG-dDMR_10,19095,55195
TIR/Mutator,±2.0kb,FG-dDMR_11,22919,55195
TIR/Mutator,±2.0kb,FG-dDMR_12,36049,55195
TIR/Mutator,±2.0kb,FG-dDMR_13,29099,55195
TIR/Mutator,±2.0kb,FG-dDMR_14,2081,55195
TIR/Mutator,±2.0kb,FG-dDMR_15,28933,55195
TIR/Mutator,±2.0kb,FG-dDMR_16,29234,55195
TIR/Mutator,±2.0kb,FG-dDMR_17,21810,55195
TIR/Mutator,±2.0kb,FG-dDMR_18,13185,55195
TIR/Mutator,±2.0kb,FG-dDMR_19,24636,55195
TIR/Mutator,±2.0kb,FG-dDMR_20,22191,55195
